DateTime,MessageNumber,TotalMessages,TotalSatellites,SatellitePRN,Elevation,Azimuth,SNR,CN0
2024-07-24 03:11:56,3,1,09,09,32,049,25,88.10905629376141
2024-07-24 03:11:57,3,2,09,11,70,357,39,102.10905629376141
2024-07-24 03:11:57,3,2,09,12,14,254,34,97.10905629376141
2024-07-24 03:11:57,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:11:57,3,2,09,19,26,161,19,82.10905629376141
2024-07-24 03:11:58,3,3,09,20,61,294,31,94.10905629376141
2024-07-24 03:11:59,1,1,03,06,49,090,24,87.10905629376141
2024-07-24 03:11:59,1,1,03,09,32,049,23,86.10905629376141
2024-07-24 03:11:59,1,1,03,11,70,357,24,87.10905629376141
2024-07-24 03:12:00,3,1,09,05,37,263,25,88.10905629376141
2024-07-24 03:12:00,3,1,09,06,49,090,23,86.10905629376141
2024-07-24 03:12:00,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:00,3,1,09,09,32,049,22,85.10905629376141
2024-07-24 03:12:01,3,2,09,11,70,357,38,101.10905629376141
2024-07-24 03:12:01,3,2,09,12,14,254,30,93.10905629376141
2024-07-24 03:12:01,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:01,3,2,09,19,26,161,32,95.10905629376141
2024-07-24 03:12:02,3,3,09,20,61,294,32,95.10905629376141
2024-07-24 03:12:03,1,1,03,06,49,090,24,87.10905629376141
2024-07-24 03:12:03,1,1,03,09,32,049,23,86.10905629376141
2024-07-24 03:12:03,1,1,03,11,70,357,22,85.10905629376141
2024-07-24 03:12:04,3,1,09,05,37,263,24,87.10905629376141
2024-07-24 03:12:04,3,1,09,06,49,090,24,87.10905629376141
2024-07-24 03:12:04,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:04,3,1,09,09,32,049,22,85.10905629376141
2024-07-24 03:12:05,3,2,09,11,70,357,39,102.10905629376141
2024-07-24 03:12:05,3,2,09,12,14,254,31,94.10905629376141
2024-07-24 03:12:05,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:05,3,2,09,19,26,161,24,87.10905629376141
2024-07-24 03:12:06,3,3,09,20,61,294,31,94.10905629376141
2024-07-24 03:12:07,1,1,03,06,49,090,22,85.10905629376141
2024-07-24 03:12:07,1,1,03,09,32,049,23,86.10905629376141
2024-07-24 03:12:07,1,1,03,11,70,357,22,85.10905629376141
2024-07-24 03:12:08,3,1,09,05,37,263,25,88.10905629376141
2024-07-24 03:12:08,3,1,09,06,49,090,31,94.10905629376141
2024-07-24 03:12:08,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:08,3,1,09,09,32,049,22,85.10905629376141
2024-07-24 03:12:09,3,2,09,11,70,357,38,101.10905629376141
2024-07-24 03:12:09,3,2,09,12,14,254,28,91.10905629376141
2024-07-24 03:12:09,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:09,3,2,09,19,26,161,24,87.10905629376141
2024-07-24 03:12:10,3,3,09,20,61,294,32,95.10905629376141
2024-07-24 03:12:11,1,1,03,06,49,090,30,93.10905629376141
2024-07-24 03:12:11,1,1,03,09,32,049,23,86.10905629376141
2024-07-24 03:12:11,1,1,03,11,70,357,22,85.10905629376141
2024-07-24 03:12:12,3,1,09,05,37,263,24,87.10905629376141
2024-07-24 03:12:12,3,1,09,06,49,090,28,91.10905629376141
2024-07-24 03:12:12,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:12,3,1,09,09,32,049,22,85.10905629376141
2024-07-24 03:12:13,3,2,09,11,70,357,37,100.10905629376141
2024-07-24 03:12:13,3,2,09,12,14,254,27,90.10905629376141
2024-07-24 03:12:13,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:13,3,2,09,19,26,161,24,87.10905629376141
2024-07-24 03:12:14,3,3,09,20,61,294,32,95.10905629376141
2024-07-24 03:12:15,1,1,03,06,49,090,29,92.10905629376141
2024-07-24 03:12:15,1,1,03,09,32,049,23,86.10905629376141
2024-07-24 03:12:15,1,1,03,11,70,357,22,85.10905629376141
2024-07-24 03:12:16,3,1,09,05,37,263,24,87.10905629376141
2024-07-24 03:12:16,3,1,09,06,49,090,25,88.10905629376141
2024-07-24 03:12:16,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:16,3,1,09,09,32,049,26,89.10905629376141
2024-07-24 03:12:17,3,2,09,11,70,357,38,101.10905629376141
2024-07-24 03:12:17,3,2,09,12,14,254,28,91.10905629376141
2024-07-24 03:12:17,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:17,3,2,09,19,26,161,24,87.10905629376141
2024-07-24 03:12:18,3,3,09,20,61,294,31,94.10905629376141
2024-07-24 03:12:19,1,1,03,06,49,090,23,86.10905629376141
2024-07-24 03:12:19,1,1,03,09,32,049,23,86.10905629376141
2024-07-24 03:12:19,1,1,03,11,70,357,24,87.10905629376141
2024-07-24 03:12:20,3,1,09,05,37,263,24,87.10905629376141
2024-07-24 03:12:20,3,1,09,06,49,090,25,88.10905629376141
2024-07-24 03:12:20,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:20,3,1,09,09,32,049,30,93.10905629376141
2024-07-24 03:12:21,3,2,09,11,70,357,37,100.10905629376141
2024-07-24 03:12:21,3,2,09,12,14,254,30,93.10905629376141
2024-07-24 03:12:21,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:21,3,2,09,19,26,161,24,87.10905629376141
2024-07-24 03:12:22,3,3,09,20,61,294,28,91.10905629376141
2024-07-24 03:12:23,1,1,03,06,49,090,20,83.10905629376141
2024-07-24 03:12:23,1,1,03,09,32,049,23,86.10905629376141
2024-07-24 03:12:23,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:12:24,3,1,09,05,37,263,24,87.10905629376141
2024-07-24 03:12:24,3,1,09,06,49,090,27,90.10905629376141
2024-07-24 03:12:24,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:24,3,1,09,09,32,049,30,93.10905629376141
2024-07-24 03:12:25,3,2,09,11,70,357,36,99.10905629376141
2024-07-24 03:12:25,3,2,09,12,14,254,31,94.10905629376141
2024-07-24 03:12:25,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:25,3,2,09,19,26,161,19,82.10905629376141
2024-07-24 03:12:26,3,3,09,20,61,294,28,91.10905629376141
2024-07-24 03:12:27,1,1,03,06,49,090,24,87.10905629376141
2024-07-24 03:12:27,1,1,03,09,32,049,17,80.10905629376141
2024-07-24 03:12:27,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:12:28,3,1,09,05,37,263,26,89.10905629376141
2024-07-24 03:12:28,3,1,09,06,49,090,29,92.10905629376141
2024-07-24 03:12:28,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:28,3,1,09,09,32,049,29,92.10905629376141
2024-07-24 03:12:29,3,2,09,11,70,357,34,97.10905629376141
2024-07-24 03:12:29,3,2,09,12,14,254,33,96.10905629376141
2024-07-24 03:12:29,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:29,3,2,09,19,26,161,19,82.10905629376141
2024-07-24 03:12:30,3,3,09,20,61,294,29,92.10905629376141
2024-07-24 03:12:31,1,1,03,06,49,090,21,84.10905629376141
2024-07-24 03:12:31,1,1,03,09,32,049,22,85.10905629376141
2024-07-24 03:12:31,1,1,03,11,70,357,24,87.10905629376141
2024-07-24 03:12:32,3,1,09,05,37,263,27,90.10905629376141
2024-07-24 03:12:32,3,1,09,06,49,090,27,90.10905629376141
2024-07-24 03:12:32,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:32,3,1,09,09,32,049,24,87.10905629376141
2024-07-24 03:12:33,3,2,09,11,70,357,35,98.10905629376141
2024-07-24 03:12:33,3,2,09,12,14,254,33,96.10905629376141
2024-07-24 03:12:33,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:33,3,2,09,19,26,161,34,97.10905629376141
2024-07-24 03:12:34,3,3,09,20,61,294,28,91.10905629376141
2024-07-24 03:12:35,1,1,03,06,49,090,23,86.10905629376141
2024-07-24 03:12:35,1,1,03,09,32,049,22,85.10905629376141
2024-07-24 03:12:35,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:12:36,3,1,09,05,37,263,25,88.10905629376141
2024-07-24 03:12:36,3,1,09,06,49,090,31,94.10905629376141
2024-07-24 03:12:36,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:36,3,1,09,09,32,049,23,86.10905629376141
2024-07-24 03:12:37,3,2,09,11,70,357,35,98.10905629376141
2024-07-24 03:12:37,3,2,09,12,14,254,33,96.10905629376141
2024-07-24 03:12:37,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:37,3,2,09,19,26,161,34,97.10905629376141
2024-07-24 03:12:38,3,3,09,20,61,294,27,90.10905629376141
2024-07-24 03:12:39,1,1,03,06,49,090,30,93.10905629376141
2024-07-24 03:12:39,1,1,03,09,32,049,22,85.10905629376141
2024-07-24 03:12:39,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:12:40,3,1,09,05,37,263,25,88.10905629376141
2024-07-24 03:12:40,3,1,09,06,49,090,32,95.10905629376141
2024-07-24 03:12:40,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:40,3,1,09,09,32,049,27,90.10905629376141
2024-07-24 03:12:41,3,2,09,11,70,357,35,98.10905629376141
2024-07-24 03:12:41,3,2,09,12,14,254,34,97.10905629376141
2024-07-24 03:12:41,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:41,3,2,09,19,26,161,26,89.10905629376141
2024-07-24 03:12:42,3,3,09,20,61,294,26,89.10905629376141
2024-07-24 03:12:43,1,1,03,06,49,090,32,95.10905629376141
2024-07-24 03:12:43,1,1,03,09,32,049,20,83.10905629376141
2024-07-24 03:12:43,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:12:44,3,1,09,05,37,263,24,87.10905629376141
2024-07-24 03:12:44,3,1,09,06,49,090,31,94.10905629376141
2024-07-24 03:12:44,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:44,3,1,09,09,32,049,29,92.10905629376141
2024-07-24 03:12:45,3,2,09,11,70,357,35,98.10905629376141
2024-07-24 03:12:45,3,2,09,12,14,254,33,96.10905629376141
2024-07-24 03:12:45,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:45,3,2,09,19,26,161,26,89.10905629376141
2024-07-24 03:12:46,3,3,09,20,61,294,29,92.10905629376141
2024-07-24 03:12:47,1,1,03,06,49,090,28,91.10905629376141
2024-07-24 03:12:47,1,1,03,09,32,049,29,92.10905629376141
2024-07-24 03:12:47,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:12:48,3,1,09,05,37,263,25,88.10905629376141
2024-07-24 03:12:48,3,1,09,06,49,090,32,95.10905629376141
2024-07-24 03:12:48,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:48,3,1,09,09,32,050,26,89.10905629376141
2024-07-24 03:12:49,3,2,09,11,70,357,36,99.10905629376141
2024-07-24 03:12:49,3,2,09,12,14,254,31,94.10905629376141
2024-07-24 03:12:49,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:49,3,2,09,19,26,161,26,89.10905629376141
2024-07-24 03:12:50,3,3,09,20,61,294,29,92.10905629376141
2024-07-24 03:12:51,1,1,03,06,49,090,28,91.10905629376141
2024-07-24 03:12:51,1,1,03,09,32,050,28,91.10905629376141
2024-07-24 03:12:51,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:12:52,3,1,09,05,37,263,25,88.10905629376141
2024-07-24 03:12:52,3,1,09,06,49,090,32,95.10905629376141
2024-07-24 03:12:52,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:52,3,1,09,09,32,050,28,91.10905629376141
2024-07-24 03:12:53,3,2,09,11,70,357,35,98.10905629376141
2024-07-24 03:12:53,3,2,09,12,14,254,32,95.10905629376141
2024-07-24 03:12:53,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:53,3,2,09,19,26,161,26,89.10905629376141
2024-07-24 03:12:54,3,3,09,20,61,294,28,91.10905629376141
2024-07-24 03:12:55,1,1,03,06,49,090,30,93.10905629376141
2024-07-24 03:12:55,1,1,03,09,32,050,28,91.10905629376141
2024-07-24 03:12:55,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:12:56,3,1,09,05,37,263,25,88.10905629376141
2024-07-24 03:12:56,3,1,09,06,49,090,33,96.10905629376141
2024-07-24 03:12:56,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:12:56,3,1,09,09,32,050,27,90.10905629376141
2024-07-24 03:12:57,3,2,09,11,70,357,35,98.10905629376141
2024-07-24 03:12:57,3,2,09,12,14,254,32,95.10905629376141
2024-07-24 03:12:57,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:12:57,3,2,09,19,26,161,26,89.10905629376141
2024-07-24 03:12:58,3,3,09,20,61,294,27,90.10905629376141
2024-07-24 03:12:59,1,1,03,06,49,090,30,93.10905629376141
2024-07-24 03:12:59,1,1,03,09,32,050,27,90.10905629376141
2024-07-24 03:12:59,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:00,3,1,09,05,37,263,22,85.10905629376141
2024-07-24 03:13:00,3,1,09,06,49,090,31,94.10905629376141
2024-07-24 03:13:00,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:13:00,3,1,09,09,32,050,29,92.10905629376141
2024-07-24 03:13:01,3,2,09,11,70,357,36,99.10905629376141
2024-07-24 03:13:01,3,2,09,12,14,254,32,95.10905629376141
2024-07-24 03:13:01,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:13:01,3,2,09,19,26,161,26,89.10905629376141
2024-07-24 03:13:02,3,3,09,20,61,294,25,88.10905629376141
2024-07-24 03:13:03,1,1,03,06,49,090,29,92.10905629376141
2024-07-24 03:13:03,1,1,03,09,32,050,27,90.10905629376141
2024-07-24 03:13:03,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:04,3,1,09,05,37,263,26,89.10905629376141
2024-07-24 03:13:04,3,1,09,06,49,090,32,95.10905629376141
2024-07-24 03:13:04,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:13:04,3,1,09,09,32,050,29,92.10905629376141
2024-07-24 03:13:05,3,2,09,11,70,357,35,98.10905629376141
2024-07-24 03:13:05,3,2,09,12,14,254,30,93.10905629376141
2024-07-24 03:13:05,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:13:05,3,2,09,19,26,161,19,82.10905629376141
2024-07-24 03:13:06,3,3,09,20,61,294,28,91.10905629376141
2024-07-24 03:13:07,1,1,03,06,49,090,29,92.10905629376141
2024-07-24 03:13:07,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:13:07,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:13:08,3,1,09,05,37,263,26,89.10905629376141
2024-07-24 03:13:08,3,1,09,06,49,090,32,95.10905629376141
2024-07-24 03:13:08,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:13:08,3,1,09,09,32,050,27,90.10905629376141
2024-07-24 03:13:09,3,2,09,11,70,357,33,96.10905629376141
2024-07-24 03:13:09,3,2,09,12,14,254,32,95.10905629376141
2024-07-24 03:13:09,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:13:09,3,2,09,19,26,161,19,82.10905629376141
2024-07-24 03:13:10,3,3,09,20,61,294,30,93.10905629376141
2024-07-24 03:13:11,1,1,03,06,49,090,31,94.10905629376141
2024-07-24 03:13:11,1,1,03,09,32,050,26,89.10905629376141
2024-07-24 03:13:11,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:12,3,1,09,05,37,263,26,89.10905629376141
2024-07-24 03:13:12,3,1,09,06,49,090,33,96.10905629376141
2024-07-24 03:13:12,3,1,09,07,10,095,19,82.10905629376141
2024-07-24 03:13:12,3,1,09,09,32,050,24,87.10905629376141
2024-07-24 03:13:13,3,2,09,11,70,357,32,95.10905629376141
2024-07-24 03:13:13,3,2,09,12,14,254,32,95.10905629376141
2024-07-24 03:13:13,3,2,09,13,15,189,26,89.10905629376141
2024-07-24 03:13:13,3,2,09,19,26,161,19,82.10905629376141
2024-07-24 03:13:14,3,3,09,20,61,294,27,90.10905629376141
2024-07-24 03:13:15,1,1,03,06,49,090,32,95.10905629376141
2024-07-24 03:13:15,1,1,03,09,32,050,24,87.10905629376141
2024-07-24 03:13:15,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:16,2,1,08,05,37,263,24,87.10905629376141
2024-07-24 03:13:16,2,1,08,06,49,090,32,95.10905629376141
2024-07-24 03:13:16,2,1,08,07,10,095,19,82.10905629376141
2024-07-24 03:13:16,2,1,08,09,32,050,24,87.10905629376141
2024-07-24 03:13:17,2,2,08,11,70,357,32,95.10905629376141
2024-07-24 03:13:17,2,2,08,12,14,254,30,93.10905629376141
2024-07-24 03:13:17,2,2,08,19,26,161,19,82.10905629376141
2024-07-24 03:13:17,2,2,08,20,61,294,28,91.10905629376141
2024-07-24 03:13:18,1,1,03,06,49,090,29,92.10905629376141
2024-07-24 03:13:18,1,1,03,09,32,050,24,87.10905629376141
2024-07-24 03:13:18,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:13:19,2,1,08,05,37,263,29,92.10905629376141
2024-07-24 03:13:19,2,1,08,06,49,090,27,90.10905629376141
2024-07-24 03:13:19,2,1,08,07,10,095,19,82.10905629376141
2024-07-24 03:13:19,2,1,08,09,32,050,24,87.10905629376141
2024-07-24 03:13:20,2,2,08,11,70,357,32,95.10905629376141
2024-07-24 03:13:20,2,2,08,12,14,254,31,94.10905629376141
2024-07-24 03:13:20,2,2,08,19,26,161,20,83.10905629376141
2024-07-24 03:13:20,2,2,08,20,61,294,23,86.10905629376141
2024-07-24 03:13:21,1,1,03,06,49,090,21,84.10905629376141
2024-07-24 03:13:21,1,1,03,09,32,050,24,87.10905629376141
2024-07-24 03:13:21,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:22,3,1,10,05,37,263,29,92.10905629376141
2024-07-24 03:13:22,3,1,10,06,49,090,27,90.10905629376141
2024-07-24 03:13:22,3,1,10,07,10,095,19,82.10905629376141
2024-07-24 03:13:22,3,1,10,09,32,050,24,87.10905629376141
2024-07-24 03:13:23,3,2,10,11,70,357,33,96.10905629376141
2024-07-24 03:13:23,3,2,10,12,14,254,31,94.10905629376141
2024-07-24 03:13:23,3,2,10,13,15,189,24,87.10905629376141
2024-07-24 03:13:23,3,2,10,19,26,161,20,83.10905629376141
2024-07-24 03:13:24,3,3,10,20,61,294,27,90.10905629376141
2024-07-24 03:13:24,3,3,10,29,13,321,21,84.10905629376141
2024-07-24 03:13:25,1,1,03,06,49,090,24,87.10905629376141
2024-07-24 03:13:25,1,1,03,09,32,050,24,87.10905629376141
2024-07-24 03:13:25,1,1,03,11,70,357,25,88.10905629376141
2024-07-24 03:13:26,3,1,09,05,37,263,24,87.10905629376141
2024-07-24 03:13:26,3,1,09,06,49,090,27,90.10905629376141
2024-07-24 03:13:26,3,1,09,09,32,050,20,83.10905629376141
2024-07-24 03:13:26,3,1,09,11,70,357,32,95.10905629376141
2024-07-24 03:13:27,3,2,09,12,14,254,30,93.10905629376141
2024-07-24 03:13:27,3,2,09,13,15,189,30,93.10905629376141
2024-07-24 03:13:27,3,2,09,19,26,161,22,85.10905629376141
2024-07-24 03:13:27,3,2,09,20,61,294,29,92.10905629376141
2024-07-24 03:13:28,3,3,09,29,13,321,21,84.10905629376141
2024-07-24 03:13:29,1,1,03,06,49,090,24,87.10905629376141
2024-07-24 03:13:29,1,1,03,09,32,050,24,87.10905629376141
2024-07-24 03:13:29,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:30,3,1,09,05,37,263,27,90.10905629376141
2024-07-24 03:13:30,3,1,09,06,49,090,27,90.10905629376141
2024-07-24 03:13:30,3,1,09,09,32,050,20,83.10905629376141
2024-07-24 03:13:30,3,1,09,11,70,357,30,93.10905629376141
2024-07-24 03:13:31,3,2,09,12,14,254,30,93.10905629376141
2024-07-24 03:13:31,3,2,09,13,15,189,30,93.10905629376141
2024-07-24 03:13:31,3,2,09,19,26,161,30,93.10905629376141
2024-07-24 03:13:31,3,2,09,20,61,294,29,92.10905629376141
2024-07-24 03:13:32,3,3,09,29,13,321,21,84.10905629376141
2024-07-24 03:13:33,1,1,03,06,49,090,25,88.10905629376141
2024-07-24 03:13:33,1,1,03,09,32,050,24,87.10905629376141
2024-07-24 03:13:33,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:34,3,1,09,05,37,263,30,93.10905629376141
2024-07-24 03:13:34,3,1,09,06,49,090,25,88.10905629376141
2024-07-24 03:13:34,3,1,09,09,32,050,22,85.10905629376141
2024-07-24 03:13:34,3,1,09,11,70,357,32,95.10905629376141
2024-07-24 03:13:35,3,2,09,12,14,254,30,93.10905629376141
2024-07-24 03:13:35,3,2,09,13,15,189,30,93.10905629376141
2024-07-24 03:13:35,3,2,09,19,26,161,31,94.10905629376141
2024-07-24 03:13:35,3,2,09,20,61,294,29,92.10905629376141
2024-07-24 03:13:36,3,3,09,29,13,321,21,84.10905629376141
2024-07-24 03:13:37,1,1,03,06,49,090,25,88.10905629376141
2024-07-24 03:13:37,1,1,03,09,32,050,18,81.10905629376141
2024-07-24 03:13:37,1,1,03,11,70,357,28,91.10905629376141
2024-07-24 03:13:38,3,1,09,05,37,263,28,91.10905629376141
2024-07-24 03:13:38,3,1,09,06,49,090,27,90.10905629376141
2024-07-24 03:13:38,3,1,09,09,32,050,22,85.10905629376141
2024-07-24 03:13:38,3,1,09,11,70,357,31,94.10905629376141
2024-07-24 03:13:39,3,2,09,12,14,254,29,92.10905629376141
2024-07-24 03:13:39,3,2,09,13,15,189,30,93.10905629376141
2024-07-24 03:13:39,3,2,09,19,26,161,32,95.10905629376141
2024-07-24 03:13:39,3,2,09,20,61,294,29,92.10905629376141
2024-07-24 03:13:40,3,3,09,29,13,321,21,84.10905629376141
2024-07-24 03:13:41,1,1,03,06,49,090,25,88.10905629376141
2024-07-24 03:13:41,1,1,03,09,32,050,18,81.10905629376141
2024-07-24 03:13:41,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:42,3,1,09,05,37,263,25,88.10905629376141
2024-07-24 03:13:42,3,1,09,06,49,090,32,95.10905629376141
2024-07-24 03:13:42,3,1,09,09,32,050,23,86.10905629376141
2024-07-24 03:13:42,3,1,09,11,70,357,31,94.10905629376141
2024-07-24 03:13:43,3,2,09,12,14,254,29,92.10905629376141
2024-07-24 03:13:43,3,2,09,13,15,189,30,93.10905629376141
2024-07-24 03:13:43,3,2,09,19,26,161,32,95.10905629376141
2024-07-24 03:13:43,3,2,09,20,61,294,29,92.10905629376141
2024-07-24 03:13:44,3,3,09,29,13,321,21,84.10905629376141
2024-07-24 03:13:45,1,1,03,06,49,090,29,92.10905629376141
2024-07-24 03:13:45,1,1,03,09,32,050,18,81.10905629376141
2024-07-24 03:13:45,1,1,03,11,70,357,26,89.10905629376141
2024-07-24 03:13:46,3,1,09,05,37,263,22,85.10905629376141
2024-07-24 03:13:46,3,1,09,06,49,090,35,98.10905629376141
2024-07-24 03:13:46,3,1,09,09,32,050,23,86.10905629376141
2024-07-24 03:13:46,3,1,09,11,70,357,30,93.10905629376141
2024-07-24 03:13:47,3,2,09,12,14,254,29,92.10905629376141
2024-07-24 03:13:47,3,2,09,13,15,189,30,93.10905629376141
2024-07-24 03:13:47,3,2,09,19,26,161,32,95.10905629376141
2024-07-24 03:13:47,3,2,09,20,61,294,29,92.10905629376141
2024-07-24 03:13:48,3,3,09,29,13,321,21,84.10905629376141
2024-07-24 03:13:49,1,1,03,06,49,090,32,95.10905629376141
2024-07-24 03:13:49,1,1,03,09,32,050,18,81.10905629376141
2024-07-24 03:13:49,1,1,03,11,70,357,27,90.10905629376141
2024-07-24 03:13:50,3,1,09,05,37,263,22,85.10905629376141
2024-07-24 03:13:50,3,1,09,06,49,090,35,98.10905629376141
2024-07-24 03:13:50,3,1,09,09,32,050,24,87.10905629376141
